Question,Answer,Context
ما هي آلية تقييم الأسهم المُدرجة في بورصة الأوراق المالية؟,"تُقيّم الأسهم المُدرجة في بورصة الأوراق المالية بسعرها الأخير المُدرج في السوق المركزي.
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
كيف يتم تقييم سندات الديون الصادرة عن الجهات العامة والخاصة؟,"يتم تقييم سندات الديون الصادرة عن الجهات العامة والخاصة بناءً على منحنى أسعار الفائدة المرجعية لسندات الخزانة، المنشورة يوميًا من قبل بنك المغرب.  و يتم إضافة هامش، عند الاقتضاء،  يُراعي خصائص المُصدر ومدة السند.
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
ما هي العوامل التي تؤثر على تحديد هامش التعديل على أسعار السندات؟,"وفقًا للفقرة، فإن هامش التعديل على أسعار السندات، المُشار إليها في المادة الأولى من القرار، يُحدد بناءً على ""الخصائص الجوهرية للصادر"" و""تاريخ استحقاق الأوراق المالية"".  النص لا يقدم تفاصيل أكثر حول ماهية هذه الخصائص.
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
ما هي مسؤولية مدراء شركة الاستثمار أو إدارة الصندوق المشترك في تطبيق قواعد التقييم؟,"تقع مسؤولية تطبيق قواعد التقييم المذكورة في المادة الأولى على عاتق مدراء شركة الاستثمار بالأسهم المتغيرة أو مدراء المؤسسة الإدارية للصندوق المشترك، حسب الحالة.
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
كيف يتم إعلام المُراجع المالي بقواعد تطبيق التقييم ومدى مطابقتها للمعايير؟,"يُبلغ المُراجع المالي بقواعد تطبيق التقييم، ومدى مطابقتها للمعايير، من خلال:

1. **إطلاع المُراجع المالي على تفاصيل قواعد التطبيق:**  تُوضّح  الموادّ المُتعلّقة بالتطبيق،  والتي تشمل  الأسس المُستخدمة في تقييم الأوراق المالية،  والتعديلات المُضافة،  في وثائق مُحدّدة.

2. **إطلاع المُراجع المالي على  البيانات المُكمّلة:**  تُقدّم  المعلومات المُكمّلة  التي تُوضّح  كيفية تطبيق القواعد،  والتي تُعتبر  جزءًا من  إجراءات  التقييم.

3. **إجراءات المُراجعة:**  يُجري المُراجع المالي  مراجعة  للتطبيق  والتأكد من  مطابقته  للقواعد  والمعايير  المُتّبعة.

باختصار، يتم إعلام المُراجع المالي من خلال توضيح قواعد التطبيق في وثائق مُحدّدة، وبيانات مُكمّلة، وإجراءات مُراجعة مُحدّدة.
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
ما هي الطريقة المُتّبعة لتقييم أسهم وصناديق الاستثمار الأخرى؟,"تُقيّم الأسهم المُدرجة في بورصة الأوراق المالية بسعرها الأخير المُدرج في السوق المركزي. أما الأسهم والأسهم المُشاركة في صناديق الاستثمار الأخرى، فتُقيّم بقيمتها السائلة الأخيرة المعروفة.
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
ما هي الجهة المسؤولة عن نشر هذا القرار في الجريدة الرسمية؟,"الجهة المسؤولة عن نشر هذا القرار في الجريدة الرسمية هي **وزارة المالية والاستثمارات الخارجية**.  
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
Quelles sont les modalités d'évaluation des actions cotées en bourse selon l'arrêté du 13 septembre 1995 ?,"Selon l'arrêté du 13 septembre 1995, les actions cotées en bourse sont évaluées à leur dernier cours coté sur le marché central.
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
"Comment les titres de créances émis par des émetteurs publics ou privés sont-ils évalués, et quels facteurs influencent la marge appliquée ?","Les titres de créances émis par des émetteurs publics ou privés sont évalués en se basant sur la courbe des taux de référence des bons du Trésor, publiée quotidiennement par Bank Al-Maghrib.  Cette valeur de base est ensuite majorée d'une marge.  Cette marge tient compte des caractéristiques intrinsèques de l'émetteur (sa solvabilité par exemple) et de la maturité des titres (plus le titre est loin d'échéance, plus la marge sera généralement importante).
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
Quel est le rôle du commissaire aux comptes dans l'application des règles d'évaluation des valeurs mobilières ?,"L'article 2 de l'arrêté précise que les modalités d'application des règles d'évaluation, et leurs justifications, doivent être communiquées au commissaire aux comptes lors de ses contrôles et être précisées dans l'état des informations complémentaires de l'organisme de placement collectif en valeurs mobilières.  Le commissaire aux comptes est donc impliqué dans le contrôle de l'application de ces règles.
","### Context: ---  
**Bulletin officiel n° 4333 du 15 novembre 1995**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2304-95
du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des
valeurs apportées à un organisme de placement collectif en valeurs mobilières
ou détenues par lui.** **** **Le Ministre des finances et des investissements
extérieurs,** **** Vu le dahir portant loi n° 1-93-213 du 4 rabii II 1414 (21
septembre 1993) relatif aux organismes de placement collectif en valeurs
mobilières, notamment son article 66 Vu l'avis émis par le conseil
déontologique des valeurs mobilières en date du 25 août 1995, **** **Arrête
:** **** **Article premier :** (modifié par l'article premier de l'arrêté n°
160-04 du 29 kaada 1424 (22 janvier 2004)) , (modifié par l'article 1 de
l'arrete n° 828-23 du 27 chaabane 1444 (20 mars 2023)) Les valeurs apportées à
un organisme de placement collectif en valeurs mobilières ou détenues par lui
sont évaluées selon les modalités ci-après :  **I. -** Les actions cotées à la
Bourse des valeurs sont évaluées à leur dernier cours coté sur le marché
central. **II. -** Les titres de créances émis par les émetteurs publics ou
privés sont évalués sur la base de la courbe des taux de référence des bons du
Trésor publiée quotidiennement par Bank Al- Maghrib. Les taux de cette courbe
sont majorés, le cas échéant, d'une marge tenant compte des caractéristiques
intrinsèques de l'émetteur et de la maturité des titres. **III. -** Les
actions et parts d'organismes de placement collectif en valeurs mobilières
sont évaluées à leur dernière valeur liquidative connue. **Article 2 :**
L'application des règles d'évaluation énoncées à l'article premier ci-dessus
est effectuée sous la responsabilité des dirigeants de la société
d'investissement à capital variable ou de ceux de l'établissement de gestion
du fonds commun de placement, selon le cas. Les modalités d'application
précitées ainsi que leurs justifications sont communiquées au commissaire aux
comptes à l'occasion de ses contrôles et précisées dans l'état des
informations complémentaires de l'organisme de placement collectif en valeurs
mobilières. **Article 3 :** Le présent arrêté sera publié au _Bulletin
officiel_. _Rabat, le 17 rabii II 1416 (13 septembre 1995)._ **Mohammed
Kabbaj.** **** **** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7422.html type: Arrêté date_publication: 1995-09-13 title: Arrêté du ministre des finances et des investissements extérieurs n° 2304-95 du 17 rabii II 1416 (13 septembre 1995) fixant les conditions d'évaluation des valeurs apportées à un organisme de placement collectif en valeurs mobilières ou détenues par lui."
