Question,Answer,Context
هل يمكن للشركات استخدام شهادات إلكترونية صادرة من جهات أخرى غير المديرية العامة للضرائب لتقديم الإقرارات الضريبية الإلكترونية؟,"نعم، يمكن للشركات استخدام شهادات إلكترونية صادرة من جهات أخرى غير المديرية العامة للضرائب لتقديم الإقرارات الضريبية الإلكترونية. وفقًا للمادة الثانية من القرار رقم 08-14، يمكن للمكلفين المعنيين استخدام الشهادات الإلكترونية الصادرة عن المديرية العامة للضرائب أو تلك الصادرة عن مزود خدمات التصديق الإلكتروني المعتمد وفقًا للقانون رقم 53-05 المتعلق بالتبادل الإلكتروني للمعطيات القانونية.
","### Context: ---  
**Bulletin officiel n° 6228 du 6 février 2014**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre de l'économie et des finances n° 08-14 du 2 rabii I 1435
(4 janvier 2014) fixant les conditions de mise en œuvre d'une procédure de
télédéclaration et de télépaiement de l'impôt sur les sociétés.** **** **Le
Ministre de l'économie et des finances,** **** Vu les articles 155 et 169 du
Code général des impôts institué par l'article 5 de la loi de finances n°43-06
pour l'année budgétaire 2007, promulguée par le dahir n° 1-06-232 du 10 hija
1427 (31 décembre 2006), tel qu'il a été modifié et complété ; Vu la loi n°
53-05 relative à l'échange électronique de données juridiques promulguée par
le dahir n° 1-07-129 du 19 kaada 1428 (30 novembre 2007), **** **Arrête :**
**** **Article premier :** Les contribuables peuvent déposer auprès de la
Direction générale des impôts, par procédés électroniques, les
télédéclarations et effectuer les télépaiements prévus en matière d'impôt sur
les sociétés (IS), dans les conditions ci-après : \- réaliser un chiffre
d'affaires au moins égal à dix (10) millions de dirhams hors taxe sur la
valeur ajoutée (TVA) ; \- déposer une demande d'adhésion au service
électronique de la télédéclaration et du télépaiement de l'impôt sur les
sociétés (IS) auprès de la Direction générale des impôts ; \- effectuer le
télépaiement auprès de l'un des établissements bancaires ayant conclu une
convention à cet effet avec la Direction générale des impôts ; \- observer les
règles d'utilisation annexées au présent arrêté. **Article 2 :** Pour
l'utilisation du service électronique de télédéclaration et de télépaiement de
l'impôt sur les sociétés (IS), les contribuables concernés peuvent employer
les certificats électroniques émis par la direction générale des impôts ou
ceux émis par un prestataire de services de certification électronique agréé
conformément à la loi n° 53-05 susvisée. **Article 3 :** La télédéclaration et
le télépaiement doivent comporter la signature électronique du contribuable
concerné, en utilisant le certificat électronique, visé à l'article 2 ci-
dessus, produite par le procédé électronique instauré par la direction
générale des impôts. **Article 4 :** Les contribuables concernés reçoivent des
récépissés et avis de prise en compte de la télédéclaration et du
télépaiement, signés par voie électronique par les services relevant de la
direction générale des impôts. Ces récépissés et avis doivent comporter la
date et l'heure de dépôt de la télédéclaration et le télépaiement. Les
télédéclarations et télépaiements sont réputés reçus par la direction générale
des impôts à la date et à l'heure figurant sur les récépissés et avis visés au
premier alinéa ci-dessus. **Article 5 :** Les contribuables concernés doivent
déposer leurs télédéclarations et leurs télépaiements dans les délais prévus
par le Code général des impôts. **Article 6 :** Lorsque, pour quelque cause
que ce soit, l'accès aux services électroniques de télédéclaration et de
télépaiement est interrompu, les contribuables concernés doivent s'acquitter
de leurs obligations fiscales par les moyens habituels. **Article 7 :** Est
abrogé l'arrêté du ministre de l'économie et des finances n° 1666-13 du 13
rejeb 1434 (24 mai 2013) fixant les conditions de mise en œuvre d'une
procédure de télédéclaration et de télépaiement de l'impôt sur les sociétés.
**Article 8 :** Le présent arrêté sera publié au Bulletin officiel.  __
_Rabat, le 2 rabii I 1435 (4 janvier 2014)._ **Mohammed Boussaid.** **** ****
***** *** *** **** **Annexe à l'arrêté du ministre de l'économie et des
finances n° 08-14  
du 2 rabii I 1435 (4 janvier 2014) fixant les conditions de  
mise en œuvre d'une procédure de télédéclaration et de  
télépaiement de l'impôt sur les sociétés** **** **Règles d'utilisation des
services électroniques de télédéclaration  
et de télépaiement de l'impôt sur les sociétés** **** **1\. Définition.** ****
Les services électroniques de télédéclarations et de télépaiements des impôts
et taxes, fournis par la direction générale des impôts, sont dénommés
e-services « Simpl ». Ils permettent aux contribuables concernés d'effectuer
les déclarations et les paiements des impôts et taxes par voie électronique, à
travers les deux (2) modes de transmission des télédéclarations et/ou
télépaiements suivants : \- échange de formulaires informatisé (EFI) ;  \-
échange de données informatisé (EDI). Les e-services « Simpl » sont
accessibles aux personnes physiques agissant pour leur propre compte ou le
compte des personnes physiques ou morales qu'elles représentent. Toutefois, le
contribuable concerné demeure seul responsable des contenus des
télédéclarations et des télépaiements effectués, ainsi que de toute erreur de
transmission ou de manipulation de sa part ou de la part de la personne le
représentant ou mandatée par lui à cet effet. Un utilisateur des e-services «
Simpl » possède un ou plusieurs rôles fixant les conditions d'habilitation ci-
après : \- le rôle « responsable de la déclaration » est le seul rôle habilité
à signer et déposer une télédéclaration ne faisant pas intervenir de
télépaiement concomitant ; \- le rôle « responsable de paiement » est le seul
rôle habilité à signer et déposer un télépaiement ou une télédéclaration qui
intègre un éventuel télépaiement concomitant. **** **2\. De l'adhésion.** ****
La demande d'adhésion aux e-services « Simpl » est présentée par le
contribuable sur ou d'après un imprimé établi par la direction générale des
impôts ou par voie électronique à travers le « Simpl ». Cette adhésion est
d'une durée indéterminée. Elle est matérialisée par la délivrance, par la
direction générale des impôts, des codes d'accès et le cas échéant d'un
certificat électronique propre à l'adhérent et permettant de s'assurer de
l'identité du signataire de la télédéclaration et du télépaiement. La
direction générale des impôts peut suspendre l'utilisation des e-services «
Simpl » pour un contribuable non soumis à l'obligation de télédéclaration et
de télépaiement mais ayant adhéré par option, si elle constate une
irrégularité dans son utilisation. Dans ce cas, la direction générale des
impôts informe l'adhérent de cette suspension et de la cause l'ayant motivée
et l'avise de l'arrêt éventuel de l'utilisation des e-services- « Simpl » s'il
ne manifeste pas son souhait de rétablissement du service dans un délai
maximum de six (6) mois à compter de la date où cette suspension lui a été
notifiée. L'adhérent non soumis à l'obligation de télédéclaration et de
télépaiement mais ayant adhéré par option, peut demander son retrait définitif
de l'utilisation des e-services « Simpl » à n'importe quel moment. La
direction générale des impôts peut retirer l'utilisation des e-services «
Simpl » à un adhérent non soumis à l'obligation de télédéclaration et de
télépaiement, mais ayant adhéré par option s'il n'y a pas eu de demande de
rétablissement du service par l'adhérent dans un délai de six (6) mois à
compter de la date de ladite suspension ou en cas de suspensions répétées. Un
utilisateur des e-services « Simpl » n'a plus accès à ces services après : \-
demande de suspension ou de radiation de l'utilisateur de la part du
contribuable concerné ; \- l'arrêt ou la suspension de l'adhésion. Après
l'arrêt définitif de l'adhésion, la direction générale des impôts annule les
certificats des utilisateurs concernés, émis par elle. **** **3\. Dispositions
spécifiques au télépaiement :** **** Le contribuable ayant adhéré à la
procédure de télépaiement doit fournir à la direction générale des impôts le
relevé d'identité bancaire (MB) d'un, de deux ou de trois comptes bancaires
ouverts en son nom. Il fournit, en même temps, à cette direction une
autorisation de prélèvement bancaire signée par sa (ses) banque(s). Il
détermine, pour chaque opération de télépaiement, le montant à payer et
confirme le compte bancaire sur lequel le prélèvement doit être effectué. Il
donne à cet effet un ordre de prélèvement signé par voie électronique. Le
télépaiement est matérialisé par un prélèvement sur l'un des comptes bancaires
susvisés au profit du compte du Trésor, ouvert auprès de Bank Al-Maghrib. La
direction générale des impôts ne procède à aucune opération de prélèvement non
ordonnée par l'adhérent. L'adhérent doit s'assurer de la validité du compte
bancaire qu'il a désigné et de sa provision. Le paiement ne sera considéré
comme effectif que si un avis de crédit du compte du Trésor a été reçu par la
direction générale des impôts. Toutefois, pour la computation des délais
légaux, est prise en compte la date de l'avis de prise en compte du
télépaiement, transmis au contribuable par là direction générale des impôts.
**** **4\. Règles de sécurité** **** L'adhérent est tenu de respecter les
règles d'utilisation des e-services « Simpl » et prendre les dispositions
nécessaires pour éviter toute utilisation non autorisée desdits e-services.
L'adhérent doit, en outre, aviser la direction générale des impôts, s'il prend
connaissance que les données afférentes à la création de la signature
électronique ont été compromises ou pourront être compromises. L'adhérent doit
également : \- s'assurer que les informations figurant dans le certificat
électronique sont exactes et complètes ; \- tenir la direction générale des
impôts, sans délai, informée de toute modification relative à ces
informations. D'une manière générale, l'adhérent doit informer la Direction
générale des impôts de tout élément pouvant affecter la sécurité de
transmission des télédéclarations et télépaiements. La direction générale des
impôts procède à l'archivage des télédéclarations et télépaiements signés par
voie électronique qu'elle reçoit ainsi que des signatures qui leurs sont
associées, pour les besoins de contrôle, en cas de litige et pour la sécurité
des télédéclarations et télépaiements transmis. _____ _Le texte en langue
arabe a été publié dans l'édition générale du Bulletin officiel » n° 6223 du
18 rabii I 1435 (20 janvier 2014)._

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/8230.html type: Arrêté date_publication: 2014-01-04 title: Arrêté du ministre de l'économie et des finances n° 08-14 du 2 rabii I 1435 (4 janvier 2014) fixant les conditions de mise en oeuvre d'une procédure de télédéclaration et de télépaiement de l'impôt sur les sociétés."
ما هي الإجراءات التي يجب على الشركات اتباعها في حالة انقطاع الوصول إلى الخدمات الإلكترونية للإقرارات الضريبية والدفع الإلكتروني؟,"وفقًا للمادة السادسة من المرسوم رقم 08-14 الصادر في 4 يناير 2014، في حالة انقطاع الوصول إلى الخدمات الإلكترونية للإقرارات الضريبية والدفع الإلكتروني لأي سبب كان، يجب على الشركات المعنية الوفاء بالتزاماتها الضريبية بالطرق التقليدية المعتادة.

**ملخص الإجراءات:**

*   **في حالة انقطاع الخدمة الإلكترونية:** يجب على الشركات التوقف عن محاولة استخدام الخدمات الإلكترونية للإقرارات والدفع.
*   **التحول إلى الطرق التقليدية:** يجب على الشركات المعنية أن تقوم بتقديم إقراراتها الضريبية ودفع الضرائب المستحقة بالطرق التقليدية المعتادة (مثل التقديم الورقي والدفع عبر البنوك أو الخزينة).
*   **الالتزام بالمواعيد النهائية:** يجب على الشركات الالتزام بالمواعيد النهائية المحددة في القانون العام للضرائب لتقديم الإقرارات ودفع الضرائب، حتى في حالة استخدام الطرق التقليدية.

**ملاحظات هامة:**

*   يهدف هذا الإجراء إلى ضمان استمرار الشركات في الوفاء بالتزاماتها الضريبية حتى في حالة وجود مشاكل فنية في النظام الإلكتروني.
*   يجب على الشركات أن تكون على دراية بالطرق التقليدية لتقديم الإقرارات ودفع الضرائب لتجنب أي تأخير أو غرامات في حالة انقطاع الخدمة الإلكترونية.
*   يُنصح الشركات بالاحتفاظ بسجلات لجميع الإقرارات والمدفوعات التي تتم بالطرق التقليدية كإثبات في حالة الحاجة.

باختصار، في حالة انقطاع الخدمات الإلكترونية، يجب على الشركات المعنية التحول إلى الطرق التقليدية لتقديم الإقرارات ودفع الضرائب مع الالتزام بالمواعيد النهائية المحددة.
","### Context: ---  
**Bulletin officiel n° 6228 du 6 février 2014**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre de l'économie et des finances n° 08-14 du 2 rabii I 1435
(4 janvier 2014) fixant les conditions de mise en œuvre d'une procédure de
télédéclaration et de télépaiement de l'impôt sur les sociétés.** **** **Le
Ministre de l'économie et des finances,** **** Vu les articles 155 et 169 du
Code général des impôts institué par l'article 5 de la loi de finances n°43-06
pour l'année budgétaire 2007, promulguée par le dahir n° 1-06-232 du 10 hija
1427 (31 décembre 2006), tel qu'il a été modifié et complété ; Vu la loi n°
53-05 relative à l'échange électronique de données juridiques promulguée par
le dahir n° 1-07-129 du 19 kaada 1428 (30 novembre 2007), **** **Arrête :**
**** **Article premier :** Les contribuables peuvent déposer auprès de la
Direction générale des impôts, par procédés électroniques, les
télédéclarations et effectuer les télépaiements prévus en matière d'impôt sur
les sociétés (IS), dans les conditions ci-après : \- réaliser un chiffre
d'affaires au moins égal à dix (10) millions de dirhams hors taxe sur la
valeur ajoutée (TVA) ; \- déposer une demande d'adhésion au service
électronique de la télédéclaration et du télépaiement de l'impôt sur les
sociétés (IS) auprès de la Direction générale des impôts ; \- effectuer le
télépaiement auprès de l'un des établissements bancaires ayant conclu une
convention à cet effet avec la Direction générale des impôts ; \- observer les
règles d'utilisation annexées au présent arrêté. **Article 2 :** Pour
l'utilisation du service électronique de télédéclaration et de télépaiement de
l'impôt sur les sociétés (IS), les contribuables concernés peuvent employer
les certificats électroniques émis par la direction générale des impôts ou
ceux émis par un prestataire de services de certification électronique agréé
conformément à la loi n° 53-05 susvisée. **Article 3 :** La télédéclaration et
le télépaiement doivent comporter la signature électronique du contribuable
concerné, en utilisant le certificat électronique, visé à l'article 2 ci-
dessus, produite par le procédé électronique instauré par la direction
générale des impôts. **Article 4 :** Les contribuables concernés reçoivent des
récépissés et avis de prise en compte de la télédéclaration et du
télépaiement, signés par voie électronique par les services relevant de la
direction générale des impôts. Ces récépissés et avis doivent comporter la
date et l'heure de dépôt de la télédéclaration et le télépaiement. Les
télédéclarations et télépaiements sont réputés reçus par la direction générale
des impôts à la date et à l'heure figurant sur les récépissés et avis visés au
premier alinéa ci-dessus. **Article 5 :** Les contribuables concernés doivent
déposer leurs télédéclarations et leurs télépaiements dans les délais prévus
par le Code général des impôts. **Article 6 :** Lorsque, pour quelque cause
que ce soit, l'accès aux services électroniques de télédéclaration et de
télépaiement est interrompu, les contribuables concernés doivent s'acquitter
de leurs obligations fiscales par les moyens habituels. **Article 7 :** Est
abrogé l'arrêté du ministre de l'économie et des finances n° 1666-13 du 13
rejeb 1434 (24 mai 2013) fixant les conditions de mise en œuvre d'une
procédure de télédéclaration et de télépaiement de l'impôt sur les sociétés.
**Article 8 :** Le présent arrêté sera publié au Bulletin officiel.  __
_Rabat, le 2 rabii I 1435 (4 janvier 2014)._ **Mohammed Boussaid.** **** ****
***** *** *** **** **Annexe à l'arrêté du ministre de l'économie et des
finances n° 08-14  
du 2 rabii I 1435 (4 janvier 2014) fixant les conditions de  
mise en œuvre d'une procédure de télédéclaration et de  
télépaiement de l'impôt sur les sociétés** **** **Règles d'utilisation des
services électroniques de télédéclaration  
et de télépaiement de l'impôt sur les sociétés** **** **1\. Définition.** ****
Les services électroniques de télédéclarations et de télépaiements des impôts
et taxes, fournis par la direction générale des impôts, sont dénommés
e-services « Simpl ». Ils permettent aux contribuables concernés d'effectuer
les déclarations et les paiements des impôts et taxes par voie électronique, à
travers les deux (2) modes de transmission des télédéclarations et/ou
télépaiements suivants : \- échange de formulaires informatisé (EFI) ;  \-
échange de données informatisé (EDI). Les e-services « Simpl » sont
accessibles aux personnes physiques agissant pour leur propre compte ou le
compte des personnes physiques ou morales qu'elles représentent. Toutefois, le
contribuable concerné demeure seul responsable des contenus des
télédéclarations et des télépaiements effectués, ainsi que de toute erreur de
transmission ou de manipulation de sa part ou de la part de la personne le
représentant ou mandatée par lui à cet effet. Un utilisateur des e-services «
Simpl » possède un ou plusieurs rôles fixant les conditions d'habilitation ci-
après : \- le rôle « responsable de la déclaration » est le seul rôle habilité
à signer et déposer une télédéclaration ne faisant pas intervenir de
télépaiement concomitant ; \- le rôle « responsable de paiement » est le seul
rôle habilité à signer et déposer un télépaiement ou une télédéclaration qui
intègre un éventuel télépaiement concomitant. **** **2\. De l'adhésion.** ****
La demande d'adhésion aux e-services « Simpl » est présentée par le
contribuable sur ou d'après un imprimé établi par la direction générale des
impôts ou par voie électronique à travers le « Simpl ». Cette adhésion est
d'une durée indéterminée. Elle est matérialisée par la délivrance, par la
direction générale des impôts, des codes d'accès et le cas échéant d'un
certificat électronique propre à l'adhérent et permettant de s'assurer de
l'identité du signataire de la télédéclaration et du télépaiement. La
direction générale des impôts peut suspendre l'utilisation des e-services «
Simpl » pour un contribuable non soumis à l'obligation de télédéclaration et
de télépaiement mais ayant adhéré par option, si elle constate une
irrégularité dans son utilisation. Dans ce cas, la direction générale des
impôts informe l'adhérent de cette suspension et de la cause l'ayant motivée
et l'avise de l'arrêt éventuel de l'utilisation des e-services- « Simpl » s'il
ne manifeste pas son souhait de rétablissement du service dans un délai
maximum de six (6) mois à compter de la date où cette suspension lui a été
notifiée. L'adhérent non soumis à l'obligation de télédéclaration et de
télépaiement mais ayant adhéré par option, peut demander son retrait définitif
de l'utilisation des e-services « Simpl » à n'importe quel moment. La
direction générale des impôts peut retirer l'utilisation des e-services «
Simpl » à un adhérent non soumis à l'obligation de télédéclaration et de
télépaiement, mais ayant adhéré par option s'il n'y a pas eu de demande de
rétablissement du service par l'adhérent dans un délai de six (6) mois à
compter de la date de ladite suspension ou en cas de suspensions répétées. Un
utilisateur des e-services « Simpl » n'a plus accès à ces services après : \-
demande de suspension ou de radiation de l'utilisateur de la part du
contribuable concerné ; \- l'arrêt ou la suspension de l'adhésion. Après
l'arrêt définitif de l'adhésion, la direction générale des impôts annule les
certificats des utilisateurs concernés, émis par elle. **** **3\. Dispositions
spécifiques au télépaiement :** **** Le contribuable ayant adhéré à la
procédure de télépaiement doit fournir à la direction générale des impôts le
relevé d'identité bancaire (MB) d'un, de deux ou de trois comptes bancaires
ouverts en son nom. Il fournit, en même temps, à cette direction une
autorisation de prélèvement bancaire signée par sa (ses) banque(s). Il
détermine, pour chaque opération de télépaiement, le montant à payer et
confirme le compte bancaire sur lequel le prélèvement doit être effectué. Il
donne à cet effet un ordre de prélèvement signé par voie électronique. Le
télépaiement est matérialisé par un prélèvement sur l'un des comptes bancaires
susvisés au profit du compte du Trésor, ouvert auprès de Bank Al-Maghrib. La
direction générale des impôts ne procède à aucune opération de prélèvement non
ordonnée par l'adhérent. L'adhérent doit s'assurer de la validité du compte
bancaire qu'il a désigné et de sa provision. Le paiement ne sera considéré
comme effectif que si un avis de crédit du compte du Trésor a été reçu par la
direction générale des impôts. Toutefois, pour la computation des délais
légaux, est prise en compte la date de l'avis de prise en compte du
télépaiement, transmis au contribuable par là direction générale des impôts.
**** **4\. Règles de sécurité** **** L'adhérent est tenu de respecter les
règles d'utilisation des e-services « Simpl » et prendre les dispositions
nécessaires pour éviter toute utilisation non autorisée desdits e-services.
L'adhérent doit, en outre, aviser la direction générale des impôts, s'il prend
connaissance que les données afférentes à la création de la signature
électronique ont été compromises ou pourront être compromises. L'adhérent doit
également : \- s'assurer que les informations figurant dans le certificat
électronique sont exactes et complètes ; \- tenir la direction générale des
impôts, sans délai, informée de toute modification relative à ces
informations. D'une manière générale, l'adhérent doit informer la Direction
générale des impôts de tout élément pouvant affecter la sécurité de
transmission des télédéclarations et télépaiements. La direction générale des
impôts procède à l'archivage des télédéclarations et télépaiements signés par
voie électronique qu'elle reçoit ainsi que des signatures qui leurs sont
associées, pour les besoins de contrôle, en cas de litige et pour la sécurité
des télédéclarations et télépaiements transmis. _____ _Le texte en langue
arabe a été publié dans l'édition générale du Bulletin officiel » n° 6223 du
18 rabii I 1435 (20 janvier 2014)._

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/8230.html type: Arrêté date_publication: 2014-01-04 title: Arrêté du ministre de l'économie et des finances n° 08-14 du 2 rabii I 1435 (4 janvier 2014) fixant les conditions de mise en oeuvre d'une procédure de télédéclaration et de télépaiement de l'impôt sur les sociétés."
