Question,Answer,Context
ما هي الشروط التي وضعتها الحكومة للموافقة على مشاركة صندوق الإيداع والتسيير في رأسمال الشركة؟,"وَضعت الحكومة شرطين رئيسيين للموافقة على مشاركة صندوق الإيداع والتسيير في رأسمال شركة ""المغرب النمو"":

1. **الاستثمار الأخلاقي:**  يجب أن تكون الاستثمارات التي تقوم بها الشركة ""المغرب النمو"" مُتوافقة مع المعايير الأخلاقية.

2. **التميز في الإدارة والشفافية:**  يجب أن تُفضّل الشركة ""المغرب النمو"" الشركات التي تتميز بإدارة جيدة، وشفافية مع السوق، وسرعة وتكرار في الإفصاح المالي.
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
"ما هي القيمة المطلوبة للمشاركة في رأسمال شركة ""المغرب النمو""؟","القيمة المطلوبة للمشاركة في رأسمال شركة ""المغرب النمو"" هي 100 مليون درهم.
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
ما هي نسبة المشاركة التي حصل عليها صندوق الإيداع والتسيير في رأسمال الشركة؟,"حصل صندوق الإيداع والتسيير على نسبة 20% من رأسمال شركة ""المغرب النمو"".
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
ما هي أهمية هذا القرار بالنسبة لنمو الاقتصاد المغربي؟,"يُعدّ هذا القرار، المتمثل في منح إذن لـ""صندوق الإيداع والتسيير"" بالحصول على حصة 20% في رأسمال شركة ""المغرب للنمو""، خطوةً مهمة لنمو الاقتصاد المغربي.  فهذه الشركة، المُخصصة للاستثمار في الاقتصاد المغربي، ستُركز على شركات مُدرجة وغير مُدرجة في البورصة، مع التركيز على الشركات ذات الإدارة الجيدة والشفافية، مما يُحفز الاستثمار في السوق المحلي ويساهم في تعزيزه.  كما يُعزز القرار من دور البورصة الوطنية، ويُشجع على تطوير الشركات المغربية وزيادة كفاءتها، وبالتالي يُسهم في النمو الاقتصادي الشامل.
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
"ما هي الصناعات التي ستستهدفها شركة ""المغرب النمو"" في استثماراتها؟","وفقًا للوثيقة، فإن شركة ""المغرب النمو"" ستستهدف شركات مُدرجة في البورصة أو غير مُدرجة، مع التركيز على الشركات التي تتميز بإدارة جيدة، وشفافية مع السوق، وسرعة وتكرار في التواصل المالي.  لا تُحدد الوثيقة صناعات محددة، بل تشير إلى أن الاستثمارات ستكون مُوجهة نحو تعزيز الاقتصاد المغربي بشكل عام.
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
"ما هي الآليات التي ستعتمدها شركة ""المغرب النمو"" لضمان الشفافية والمساءلة؟","وفقًا للوثيقة، فإن شركة ""المغرب النمو"" ستُفضّل الشركات التي تتميز بجودة إدارتها وشفافيتها تجاه السوق، بالإضافة إلى سرعة وتكرار الإفصاح المالي.  لكنّ الوثيقة لا تُحدّد آليات محددة لضمان الشفافية والمساءلة.
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
ما هي العلاقة بين هذا القرار وقانون 39-89 المتعلق بنقل الشركات العامة إلى القطاع الخاص؟,"يربط هذا القرار بقانون 39-89 المتعلق بنقل الشركات العامة إلى القطاع الخاص من خلال إشارة القرار إلى المادة 8 من هذا القانون.  يشير القرار إلى أن هذا القانون يسمح بتحويل الشركات العامة إلى القطاع الخاص،  وأن شركة ""المغرب للنمو""  ستعمل على الاستثمار في شركات، سواءً كانت مدرجة في البورصة أو غير مدرجة،  بما يتوافق مع مبادئ الأخلاقيات.  وبالتالي، فإن القرار يستند إلى هذا القانون في إطار  إعطاء الضوء الأخضر لـ ""صندوق الإيداع والتسيير"" للاستثمار في شركة ""المغرب للنمو"".
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
"Quel était l'objectif principal de la société ""Maroc Croissance"" selon le décret ?","L'objectif principal de la société ""Maroc Croissance"", selon le décret, était la promotion de l'économie marocaine, notamment par la prise de participation dans des sociétés cotées ou non cotées en bourse, tout en privilégiant des entreprises de qualité, transparentes et réactives en matière de communication financière.
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
"Quelles étaient les garanties éthiques requises pour les investissements de la société ""Maroc Croissance"" ?","Le décret ne précise pas de garanties éthiques *spécifiques*.  Il indique seulement que la société ""Maroc Croissance""  opérera des investissements présentant des garanties en termes d'éthique.  Il souligne également qu'elle privilégiera des entreprises se distinguant par la qualité de leur gestion, leur transparence et la réactivité/fréquence de leur communication financière.  Ces éléments impliquent une éthique implicite liée à la bonne gouvernance et à la transparence des entreprises dans lesquelles elle investit, mais le texte ne détaille pas les critères précis.
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
"En quoi la société ""Maroc Croissance"" visait-elle à dynamiser le marché boursier marocain ?","La société ""Maroc Croissance"" visait à dynamiser le marché boursier marocain en privilégiant des entreprises se distinguant par une bonne gestion, une transparence envers le marché et une communication financière réactive et fréquente.  Elle cherchait ainsi à insuffler une dynamique de marché en investissant dans des entreprises cotées ou non cotées, tout en garantissant des investissements éthiques.
","### Context: ---  
**Bulletin officiel n° 5178 du 22 kaada 1424 (15 janvier 2004)**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la
caisse de dépôt et de gestion à prendre une participation dans le capital de
la société anonyme “ Maroc croissance ”.** **** **Le Premier ministre,**
**Exposé des motifs,** La Caisse de dépôt et de gestion demande l'autorisation
pour prendre une participation de 20% dans le capital de la société anonyme “
Maroc croissance ” correspondant à un montant de 100 millions de dirhams. La
société “ Maroc croissance ” est une société d'investissement entièrement
dédiée à la promotion de l'économie marocaine à travers notamment la prise de
participation dans des sociétés cotées en bourse ou non cotées. La société
opérera des investissements présentant des garanties en termes d'éthique. De
même, dans le cadre de sa stratégie de promotion de la bourse nationale et sa
volonté d'insuffler une dynamique de marché, la société privilégiera des
entreprises qui se distinguent par la qualité de leur gestion, leur
transparence à l'égard du marché et la réactivité et la fréquence en matière
de communication financière. Vu l'article 8 de la loi 39-89 autorisant le
transfert d'entreprises publiques au secteur privé promulguée par le dahir n°
1-90-01 du 15 ramadan 1410 (11 avril 1990), telle qu'elle a été modifiée et
complétée ; Sur proposition du ministre des finances et de la privatisation,
**Décrète :** **Article premier :** La caisse de dépôt et de gestion est
autorisée à prendre une participation de 20% dans le capital de la société
anonyme dénommée “ Maroc croissance ”. **Article 2 :** Le Ministre des
finances et de la privatisation est chargé de l'exécution du présent décret
qui sera publié au _bulletin officiel_. _Fait à Rabat, le 17 chaoual 1424 (12
décembre 2003).  
_**Driss Jettou.** Pour contreseing : _Le Ministre des finances  
et de la privatisation.  
_**Fathallah Oualalou.** ****

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/5794.html type: Décret date_publication: 2003-12-12 title: Décret n° 2-03-856 du 17 chaoual 1424 (12 décembre 2003) autorisant la caisse de dépôt et de gestion à prendre une participation dans le capital de la société anonyme “ Maroc croissance ”."
