Question,Answer,Context
ما هو الإطار الزمني المحدد لتصحيح البيانات في الإقرارات المبسطة؟,"يُسمح بتصحيح البيانات في الإقرارات المبسطة خلال عشرين يومًا ميلاديةً من تاريخ تسجيل الإقرار.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
ما هي الحالات التي يُسمح فيها بتصحيح البيانات بعد انتهاء المهلة المحددة؟,"يُسمح بتصحيح البيانات بعد انتهاء المهلة المحددة فقط إذا لم يكن للتصحيح أي تأثير على الرسوم والضرائب المستحقة، أو على تنظيم مراقبة التجارة الخارجية والعملات، أو على اللوائح الخاصة التي تفرض حظرًا أو قيودًا على الدخول أو الخروج.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
ما هي الوثائق المطلوبة لدعم طلب تصحيح البيانات في الإقرارات المبسطة؟,"لا توجد وثائق محددة مُذكورة في النص.  يُطلب من المُعلن أو وكيله تقديم ""أيّ توضيحٍ مفيدٍ أو ضروريّ"" لدعم طلب تصحيح البيانات في الإقرارات المبسطة.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
ما هي الجهة المسؤولة عن معالجة طلبات تصحيح البيانات في الإقرارات المبسطة؟,"الجهة المسؤولة عن معالجة طلبات تصحيح البيانات في الإقرارات المبسطة هي **إدارة الجمارك والضرائب غير المباشرة**.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
كيف تؤثر rectifications على الحقوق والضرائب المستحقة أو على تنظيم مراقبة التجارة الخارجية والتبادل؟,"وفقًا للقرار، فإن تصحيحات الإقرارات المبسطة، بعد انتهاء مهلة العشرين يومًا المحددة، لن تُسمح بها إلا إذا لم تُحدث أي تأثير على الحقوق والضرائب المستحقة، أو على تنظيم مراقبة التجارة الخارجية والتبادل، أو على اللوائح الخاصة التي تفرض حظرًا أو قيودًا على الدخول أو الخروج.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
ما هي العلاقة بين هذا المرسوم وقوانين الجمارك والضرائب غير المباشرة؟,"يربط هذا المرسوم، الصادر عن وزير المالية والاستثمارات الخارجية، بين إجراءات تصحيح الإقرارات التبسيطية وقوانين الجمارك والضرائب غير المباشرة.  فهو يُشير إلى أن المرسوم يستند إلى قانون الجمارك والضرائب غير المباشرة، المُعتمد بقانون رقم 1-77-339،  وإلى مراسيم سابقة تتعلق بالإقرارات التبسيطية للسلع المستوردة جواً وبحراً.  بالتالي، فإن المرسوم يحدد كيفية تصحيح الإقرارات التبسيطية ضمن إطار قانوني واضح، مُرتكز على القوانين والأنظمة الجمركية والضريبية السارية.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
ما هي الآثار المترتبة على عدم تصحيح البيانات في الإقرارات المبسطة خلال المهلة المحددة؟,"إذا لم يتم تصحيح البيانات في الإقرارات المبسطة خلال المهلة المحددة (20 يومًا من تاريخ تسجيل الإقرار)، فإن أي تصحيحات لاحقة لن تُسمح بها إلا إذا لم تكن لها أي أثر على الرسوم والضرائب المستحقة، أو على لوائح مراقبة التجارة الخارجية والعملات، أو على اللوائح الخاصة التي تفرض حظرًا أو قيودًا على الدخول أو الخروج.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
Quelles sont les conditions pour obtenir l'autorisation de rectifier une déclaration sommaire après le délai initial ?,"Les rectifications d'une déclaration sommaire après le délai initial de vingt jours ne sont autorisées que si elles n'ont aucune incidence sur les droits et taxes dus, sur la réglementation du contrôle du commerce extérieur et des changes, ou sur les réglementations particulières concernant les prohibitions ou restrictions d'entrée ou de sortie.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
"Quelles sont les réglementations concernées par les rectifications des déclarations sommaires, selon cet arrêté ?","L'arrêté du 3 décembre 1996 concernant les rectifications des déclarations sommaires concerne les réglementations suivantes :

* **Le code des douanes et des impôts indirects** (notamment les articles 49, 54, 57 et 59 ter du dahir n° 1-77-339 du 9 octobre 1977).
* **L'arrêté du 31 octobre 1977 (n° 1317-77) concernant les déclarations sommaires de marchandises importées par voie aérienne.**
* **L'arrêté du 27 avril 1984 (n° 449-84) concernant les déclarations sommaires de marchandises importées par voie maritime.**
* **Les droits et taxes dus.**
* **La réglementation du contrôle du commerce extérieur et des changes.**
* **Les réglementations particulières concernant les prohibitions ou restrictions d'entrée ou de sortie de marchandises.**
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
Quel est le rôle du Directeur de l'administration des douanes et impôts indirects dans ce processus de rectification ?,"L'article 3 de l'arrêté précise que le Directeur de l'administration des douanes et impôts indirects est chargé de l'exécution du présent arrêté.  Cela signifie qu'il est responsable de la mise en œuvre pratique des conditions de rectification des déclarations sommaires, telles que définies dans l'arrêté.
","### Context: ---  
**Bulletin officiel n° 4448 du 16 janvier 1997**  
**EDITION DE TRADUCTION OFFICIELLE**  
****  
**Arrêté du ministre des finances et des investissements extérieurs n° 2444-96
du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des
déclarations sommaires.** **Le Ministre des finances et des investissements
extérieurs,** Vu le code des douanes ainsi que des impôts indirects relevant
de l'administration des douanes et impôts indirects, approuvé par le dahir
portant loi n° 1-77-339 du 25 chaoual 1397 (9 octobre 1977) notamment ses
articles 49 54 57 et 59 ter ; Vu l'arrêté du ministre des finances n° 1317-77
du 17 kaada 1397 (31 octobre 1977) relatif aux énonciations que doit contenir
la déclaration sommaire des marchandises importées par la voie aérienne ; Vu
l'arrêté du ministre des finances n° 449-84 du 25 rejeb 1404 (27 avril 1984)
relatif à la déclaration sommaire des marchandises importées par la voie
maritime, **Arrête :** **Article premier :** Dans un délai de vingt jours
courant à compter de la date d'enregistrement de la déclaration sommaire, le
déclarant ou son mandataire peut être autorisé à rectifier les énonciations de
ladite déclaration sur demandes présentées à l'administration des douanes et
impôts indirects appuyées de toute justification utile ou nécessaire.
**Article 2 :** A l'expiration du délai visé à l'article premier ci-dessus,
les rectifications ne peuvent être autorisées que si elles n'ont aucune
incidence sur les droits et taxes dus ou sur la réglementation du contrôle du
commerce extérieur et des changes ou sur les réglementations particulières
prescrivant des prohibitions ou des restrictions d'entrée ou de sortie.
**Article 3 :** Le Directeur de l'administration des douanes et impôts
indirects est chargé de l'exécution du présent arrêté qui sera publié au
Bulletin Officiel. _Rabat, Le 21 rejeb 1417 (3 décembre 1996)._ **Mohammed
Kabbaj.**

 ### Source: URL: https://juridiahackhaton.blob.core.windows.net/fine-tuning/documents/7978.html type: Arrêté date_publication: 1996-12-03 title: Arrêté du ministre des finances et des investissements extérieurs n° 2444-96 du 21 rejeb 1417 (3 décembre 1996) fixant les conditions de rectification des déclarations sommaires."
